ID,NUM_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_CALLE,Calle,Cruce,Direccion,COMUNA,Pos_X,Pos_Y,VICTIMA,ACUSADO,Dia_Sem,Barrios,Rol,Sexo,Edad,Fecha_Fallec,Rango_Etario
2017-0025,1,2017-02-24,2017,2,24,17,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CRUCE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",Comuna 7,-58.43614426,-34.6542464,MOTO,SD,Vie,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,23,2017-02-24, Entre 21- 40
2017-0026,2,2017-02-26,2017,2,26,5,AVENIDA,"MORENO, PERITO AV.",CRUCE,"MORENO, PERITO AV. y FOURNIER",Comuna 4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PASAJERO_ACOMPAÑANTE,FEMENINO,23,2017-02-26, Entre 21- 40
2017-0026,2,2017-02-26,2017,2,26,5,AVENIDA,"MORENO, PERITO AV.",CRUCE,"MORENO, PERITO AV. y FOURNIER",Comuna 4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,19,2017-02-26,Menos de 20
2017-0027,1,2017-02-26,2017,2,26,21,AVENIDA,CASEROS AV.,NO es cruce,CASEROS AV. 1429,Comuna 1,-58.38332245,-34.6319325,PEATON,AUTO,Dom,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,0,2017-02-26,Menos de 20
2017-0028,1,2017-02-28,2017,2,28,9,AVENIDA,GAONA AV.,CRUCE,GAONA AV. y FRAGATA PRES. SARMIENTO,Comuna 6,-58.45475488,-34.61196327,PEATON,AUTO,Mar,Caballito,PEATON,MASCULINO,87,2017-02-28,Más de 80
2017-0029,1,2017-03-07,2017,3,7,2,CALLE,MOZART,CRUCE,MOZART y TANDIL,Comuna 9,-58.48501341,-34.64742455,SD,AUTO,Mar,"Liniers, Mataderos y Parque Avellaneda",SD,MASCULINO,34,2017-03-07, Entre 21- 40
2017-0030,1,2017-03-07,2017,3,7,8,AVENIDA,MOZART,CRUCE,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Comuna 9,-58.47010988,-34.65872088,AUTO,PASAJEROS,Mar,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,FEMENINO,27,2017-03-07, Entre 21- 40
2017-0031,1,2017-03-11,2017,3,11,1,CALLE,24 DE NOVIEMBRE,CRUCE,24 DE NOVIEMBRE y PAVON,Comuna 3,-58.4099756,-34.62873635,AUTO,OBJETO FIJO,Sáb,Balvanera y San Cristóbal,PASAJERO_ACOMPAÑANTE,MASCULINO,70,2017-03-11,Entre 61-80
2017-0032,1,2017-03-12,2017,3,12,5,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y LOS CEDROS",Comuna 8,-58.48892175,-34.68359163,AUTO,AUTO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,FEMENINO,40,2017-03-12,Entre 41-60
2017-0033,1,2017-03-12,2017,3,12,7,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",Comuna 11,-58.52466448,-34.60325478,AUTO,AUTO,Dom,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,28,2017-03-12, Entre 21- 40
2017-0034,1,2017-03-13,2017,3,13,7,CALLE,GODOY CRUZ,NO es cruce,GODOY CRUZ 2651,Comuna 14,-58.42554218,-34.57929036,PEATON,AUTO,Lun,Palermo,PEATON,MASCULINO,43,2017-03-13,Entre 41-60
2017-0035,3,2017-03-23,2017,3,23,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",CRUCE,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,28,2017-03-23, Entre 21- 40
2017-0035,3,2017-03-23,2017,3,23,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",CRUCE,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PASAJERO_ACOMPAÑANTE,MASCULINO,32,2017-03-23, Entre 21- 40
2017-0035,3,2017-03-23,2017,3,23,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",CRUCE,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Comuna 1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-03-23, Entre 21- 40
2017-0036,2,2017-03-29,2017,3,29,18,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y CAMPANA",Comuna 12,-58.51452347,-34.58159762,MOTO,PASAJEROS,Mié,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PASAJERO_ACOMPAÑANTE,FEMENINO,0,2017-03-29,Menos de 20
2017-0036,2,2017-03-29,2017,3,29,18,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y CAMPANA",Comuna 12,-58.51452347,-34.58159762,MOTO,PASAJEROS,Mié,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,20,2017-03-29, Entre 21- 40
2017-0037,1,2017-03-31,2017,3,31,3,AVENIDA,INDEPENDENCIA AV.,CRUCE,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",Comuna 1,-58.38896772,-34.61799615,MOTO,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,41,2017-03-31,Entre 41-60
2017-0038,1,2017-04-01,2017,4,1,19,AVENIDA,CASTANARES AV.,CRUCE,CASTAÑARES AV. y LAUTARO,Comuna 7,-58.44516857,-34.64363363,MOTO,AUTO,Sáb,Flores y Parque Chacabuco,CONDUCTOR,FEMENINO,40,2017-04-01,Entre 41-60
2017-0040,1,2017-04-03,2017,4,3,9,AVENIDA,"GUIRALDES, INT.",NO es cruce,"GUIRALDES, INT. 2699",Comuna 13,-58.43834197,-34.54560369,AUTO,MULTIPLE,Lun,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,43,2017-04-03,Entre 41-60
2017-0041,1,2017-04-03,2017,4,3,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",NO es cruce,"FERNANDEZ MORENO, BALDOMERO 2186",Comuna 7,-58.45485084,-34.63531854,MOTO,AUTO,Lun,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,17,,Menos de 20
2017-0042,1,2017-04-10,2017,4,10,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.",NO es cruce,"LUGONES, LEOPOLDO AV.",Comuna 14,,,MOTO,CARGAS,Lun,Palermo,CONDUCTOR,MASCULINO,0,2017-04-10,Menos de 20
2017-0045,1,2017-04-14,2017,4,14,6,CALLE,NOGOYA,NO es cruce,NOGOYA 5940,Comuna 10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,Vie,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,21,2017-04-14, Entre 21- 40
2017-0047,1,2017-04-23,2017,4,23,6,AVENIDA,ARGENTINA AV.,CRUCE,ARGENTINA AV. y CORVALAN,Comuna 8,-58.46713742,-34.6719879,MOTO,AUTO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,37,2017-04-23, Entre 21- 40
2017-0049,1,2017-04-27,2017,4,27,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CRUCE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Comuna 8,-58.43850413,-34.65554754,PEATON,PASAJEROS,Jue,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,MASCULINO,22,2017-04-27, Entre 21- 40
2017-0050,2,2017-04-28,2017,4,28,11,AUTOPISTA,AUTOPISTA PERITO MORENO,NO es cruce,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,Comuna 9,,,MOTO,CARGAS,Vie,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,46,2017-04-28,Entre 41-60
2017-0050,2,2017-04-28,2017,4,28,11,AUTOPISTA,AUTOPISTA PERITO MORENO,NO es cruce,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,Comuna 9,,,MOTO,CARGAS,Vie,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,MASCULINO,16,2017-04-28,Menos de 20
2017-0051,1,2017-05-01,2017,5,1,3,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,NO es cruce,AU DELLEPIANE 2400,Comuna 7,,,AUTO,AUTO,Lun,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,33,2017-05-01, Entre 21- 40
2017-0052,1,2017-05-05,2017,5,5,3,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",Comuna 8,-58.49413799,-34.68095739,PEATON,CARGAS,Vie,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,FEMENINO,47,2017-05-05,Entre 41-60
2017-0053,1,2017-05-05,2017,5,5,20,CALLE,VIEYTES,CRUCE,VIEYTES y VILLARINO,Comuna 4,-58.37547846,-34.65326075,MOTO,CARGAS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,28,2017-05-05, Entre 21- 40
2017-0054,1,2017-05-07,2017,5,7,21,AVENIDA,DE LOS CONSTITUYENTES AV.,CRUCE,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",Comuna 15,-58.48680218,-34.58689719,MOTO,AUTO,Dom,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07, Entre 21- 40
2017-0055,1,2017-05-09,2017,5,9,8,AVENIDA,DE LOS CONSTITUYENTES AV.,NO es cruce,DE LOS CONSTITUYENTES AV. 4900,Comuna 12,-58.49563989,-34.57962262,AUTO,AUTO,Mar,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,32,2017-05-09, Entre 21- 40
2017-0058,1,2017-05-09,2017,5,9,23,AVENIDA,CORDOBA AV.,CRUCE,CORDOBA AV. y LIBERTAD,Comuna 1,-58.38403232,-34.5991594,PEATON,MOTO,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,80,2017-05-09,Más de 80
2017-0059,1,2017-05-11,2017,5,11,9,CALLE,BRASIL AV.,CRUCE,BRASIL y LIMA,Comuna 1,-58.38223382,-34.62693865,PEATON,PASAJEROS,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,39,2017-05-11, Entre 21- 40
2017-0060,1,2017-05-13,2017,5,13,7,AVENIDA,ESCALADA AV.,CRUCE,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,Sáb,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13, Entre 21- 40
2017-0061,1,2017-05-15,2017,5,15,13,AVENIDA,PARAGUAY,CRUCE,PARAGUAY y CALLAO AV.,Comuna 2,-58.39303911,-34.59871111,PEATON,MOTO,Lun,Recoleta,PEATON,MASCULINO,47,2017-05-16,Entre 41-60
2017-0062,1,2017-05-15,2017,5,15,16,AVENIDA,"JUSTO, JUAN B. AV.",CRUCE,"JUSTO, JUAN B. AV. y SAN BLAS",Comuna 10,-58.51262106,-34.63395999,MOTO,CARGAS,Lun,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,35,2017-05-15, Entre 21- 40
2017-0063,1,2017-05-17,2017,5,17,10,AVENIDA,CHILE,CRUCE,CHILE y 9 DE JULIO AV.,Comuna 1,-58.38118367,-34.61646839,PEATON,PASAJEROS,Mié,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,79,2017-05-17,Entre 61-80
2017-0064,1,2017-05-20,2017,5,20,5,CALLE,MAIPU,CRUCE,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",Comuna 1,-58.37653284,-34.60582475,CARGAS,AUTO,Sáb,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20,Entre 61-80
2017-0065,1,2017-05-22,2017,5,22,16,AVENIDA,SUAREZ AV.,CRUCE,SUAREZ AV. y HERRERA,Comuna 4,-58.37709334,-34.64035082,BICICLETA,CARGAS,Lun,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CICLISTA,MASCULINO,21,2017-05-22, Entre 21- 40
2017-0066,1,2017-05-22,2017,5,22,18,AVENIDA,SAN MARTIN AV.,CRUCE,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,Comuna 15,-58.46002142,-34.60409469,PEATON,PASAJEROS,Lun,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",PEATON,MASCULINO,10,2017-05-22,Menos de 20
2017-0067,1,2017-05-23,2017,5,23,2,AVENIDA,DIRECTORIO AV.,CRUCE,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",Comuna 6,-58.4338197,-34.62801894,MOTO,CARGAS,Mar,Caballito,CONDUCTOR,MASCULINO,21,2017-05-23, Entre 21- 40
2017-0068,1,2017-05-27,2017,5,27,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",NO es cruce,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",Comuna 8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO,Sáb,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,32,2017-05-27, Entre 21- 40
2017-0069,1,2017-05-24,2017,5,24,14,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",Comuna 9,-58.52173071,-34.65997463,MOTO,SD,Mié,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,39,2017-05-29, Entre 21- 40
2017-0070,1,2017-05-30,2017,5,30,13,CALLE,NUEVA YORK,NO es cruce,NUEVA YORK 3696,Comuna 11,-58.50791763,-34.59804273,PEATON,AUTO,Mar,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",PEATON,MASCULINO,80,2017-05-31,Más de 80
2017-0072,1,2017-06-03,2017,6,3,23,AVENIDA,DE LOS CONSTITUYENTES AV.,CRUCE,DE LOS CONSTITUYENTES AV. y VALLEJOS,Comuna 12,-58.49175088,-34.58226957,AUTO,AUTO,Sáb,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,25,2017-06-03, Entre 21- 40
2017-0073,1,2017-06-04,2017,6,4,9,AVENIDA,CORRIENTES AV.,CRUCE,CORRIENTES AV. y ECUADOR,Comuna 3,-58.40781467,-34.60425669,MOTO,AUTO,Dom,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,19,2017-06-04,Menos de 20
2017-0074,1,2017-06-04,2017,6,4,12,CALLE,CASCO,NO es cruce,CASCO 133,Comuna 9,-58.52567073,-34.63787791,SD,SD,Dom,"Liniers, Mataderos y Parque Avellaneda",SD,MASCULINO,70,2017-06-04,Entre 61-80
2017-0075,1,2017-06-12,2017,6,12,22,AVENIDA,DE MAYO AV.,CRUCE,DE MAYO AV. y 9 DE JULIO AV.,Comuna 1,-58.381542,-34.60906385,PEATON,MOTO,Lun,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,55,2017-06-12,Entre 41-60
2017-0076,1,2017-06-13,2017,6,13,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CRUCE,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,-58.38526125,-34.5780581,PEATON,CARGAS,Mar,Recoleta,PEATON,FEMENINO,30,2017-06-13, Entre 21- 40
2017-0077,1,2017-06-17,2017,6,17,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,NO es cruce,FRAY JUSTO SANTAMARIA DE ORO 1930,Comuna 14,-58.42934104,-34.58451712,MOTO,CARGAS,Sáb,Palermo,CONDUCTOR,FEMENINO,60,2017-06-18,Entre 61-80
2017-0079,1,2017-06-19,2017,6,19,16,CALLE,MEXICO,CRUCE,MEXICO y DEAN FUNES,Comuna 3,-58.40657493,-34.61781124,MOTO,CARGAS,Lun,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,33,2017-06-19, Entre 21- 40
2017-0080,1,2017-06-22,2017,6,22,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CRUCE,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",Comuna 9,-58.49525314,-34.64487785,PEATON,CARGAS,Jue,"Liniers, Mataderos y Parque Avellaneda",PEATON,FEMENINO,95,2017-06-22,Más de 80
2017-0082,1,2017-06-25,2017,6,25,22,AVENIDA,ENTRE RIOS AV.,CRUCE,ENTRE RIOS AV. y BRASIL,Comuna 4,-58.39092851,-34.62932696,PEATON,AUTO,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,36,2017-06-25, Entre 21- 40
2017-0083,1,2017-07-04,2017,7,4,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CRUCE,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Comuna 9,-58.49603546,-34.64564271,MOTO,CARGAS,Mar,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,37,2017-07-04, Entre 21- 40
2017-0084,1,2017-07-05,2017,7,5,12,AVENIDA,DEL LIBERTADOR AV.,CRUCE,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,Comuna 2,-58.38502878,-34.58703485,PEATON,PASAJEROS,Mié,Recoleta,PEATON,FEMENINO,73,2017-07-05,Entre 61-80
2017-0085,1,2017-07-07,2017,7,7,14,AVENIDA,TACUARI,CRUCE,"TACUARI y GARCIA, MARTIN AV.",Comuna 4,-58.37261143,-34.63150425,PEATON,PASAJEROS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,84,2017-07-07,Más de 80
2017-0086,1,2017-07-09,2017,7,9,7,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y MURGUIONDO,Comuna 9,-58.51876802,-34.63905965,PEATON,MOTO,Dom,"Liniers, Mataderos y Parque Avellaneda",PEATON,FEMENINO,30,2017-07-09, Entre 21- 40
2017-0087,1,2017-07-10,2017,7,10,10,CALLE,24 DE NOVIEMBRE,NO es cruce,24 DE NOVIEMBRE 390,Comuna 3,-58.41095567,-34.61516101,PEATON,AUTO,Lun,Balvanera y San Cristóbal,PEATON,FEMENINO,73,2017-07-10,Entre 61-80
2017-0088,1,2017-07-10,2017,7,10,22,AVENIDA,PASEO COLON AV.,CRUCE,PASEO COLON AV. y BRASIL AV.,Comuna 1,-58.36797542,-34.62519403,PEATON,PASAJEROS,Lun,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,43,2017-07-10,Entre 41-60
2017-0089,1,2017-07-13,2017,7,13,12,CALLE,"LEGUIZAMON, MARTINIANO",NO es cruce,"LEGUIZAMON, MARTINIANO 901",Comuna 9,-58.51514709,-34.64787051,SD,AUTO,Jue,"Liniers, Mataderos y Parque Avellaneda",SD,MASCULINO,23,, Entre 21- 40
2017-0090,1,2017-07-15,2017,7,15,5,AUTOPISTA,CHIVILCOY AV.,CRUCE,"CHIVILCOY AV. y PAZ, GRAL. AV.",Comuna 11,-58.51925642,-34.59171721,PEATON,AUTO,Sáb,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",PEATON,MASCULINO,22,2017-07-15, Entre 21- 40
2017-0091,1,2017-07-15,2017,7,15,13,AUTOPISTA,SUPERI,CRUCE,"SUPERI y PAZ, GRAL. AV.",Comuna 12,-58.48671535,-34.54321216,MOTO,SD,Sáb,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,58,2017-07-15,Entre 41-60
2017-0092,1,2017-07-24,2017,7,24,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,CRUCE,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 1,-58.38268809,-34.62282019,PEATON,AUTO,Lun,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,66,2017-07-24,Entre 61-80
2017-0093,1,2017-07-25,2017,7,25,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",CRUCE,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",Comuna 13,-58.43633522,-34.54966288,PEATON,AUTO,Mar,"Núñez, Belgrano y Colegiales",PEATON,MASCULINO,0,2017-07-25,Menos de 20
2017-0094,1,2017-07-27,2017,7,27,8,CALLE,"HUGO, VICTOR",NO es cruce,"HUGO, VICTOR 2639",Comuna 10,-58.52640838,-34.61765855,BICICLETA,CARGAS,Jue,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CICLISTA,FEMENINO,56,2017-07-27,Entre 41-60
2017-0095,1,2017-08-06,2017,8,6,8,AVENIDA,CORDOBA AV.,CRUCE,"CORDOBA AV. y SALGUERO, JERONIMO",Comuna 14,-58.41894306,-34.59778875,MOTO,AUTO,Dom,Palermo,CONDUCTOR,MASCULINO,36,2017-08-06, Entre 21- 40
2017-0096,1,2017-08-07,2017,8,7,19,AVENIDA,CABILDO AV.,CRUCE,CABILDO AV. y NUÃ‘EZ,Comuna 13,-58.46756026,-34.54972741,PEATON,PASAJEROS,Lun,"Núñez, Belgrano y Colegiales",PEATON,MASCULINO,87,2017-08-07,Más de 80
2017-0098,1,2017-08-08,2017,8,8,12,CALLE,"BONIFACIO, JOSE",NO es cruce,"BONIFACIO, JOSE 2114",Comuna 7,-58.45715752,-34.63132912,PEATON,AUTO,Mar,Flores y Parque Chacabuco,PEATON,FEMENINO,61,2017-08-08,Entre 61-80
2017-0099,1,2017-08-17,2017,8,17,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",NO es cruce,"FIGUEROA ALCORTA, PRES. AV. 5400",Comuna 14,-58.42406784,-34.56213916,BICICLETA,AUTO,Jue,Palermo,CICLISTA,MASCULINO,28,2017-08-17, Entre 21- 40
2017-0100,1,2017-08-21,2017,8,21,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,NO es cruce,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,Comuna 3,-58.3967447,-34.61512051,MOTO,OBJETO FIJO,Lun,Balvanera y San Cristóbal,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21,Menos de 20
2017-0101,1,2017-08-23,2017,8,23,10,AVENIDA,"LACROZE, FEDERICO AV.",CRUCE,"LACROZE, FEDERICO AV. y ZAPATA",Comuna 13,-58.44537508,-34.57084818,PEATON,MULTIPLE,Mié,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,61,2017-08-23,Entre 61-80
2017-0102,1,2017-08-24,2017,8,24,1,AVENIDA,"IRIARTE, GRAL. AV.",CRUCE,"IRIARTE, GRAL. AV. y ZAVALETA",Comuna 4,-58.40056767,-34.6510708,PEATON,CARGAS,Jue,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,46,2017-08-24,Entre 41-60
2017-0104,1,2017-08-25,2017,8,25,9,AVENIDA,9 DE JULIO AV.,CRUCE,9 DE JULIO AV. y ESTADOS UNIDOS,Comuna 1,-58.38109568,-34.61853244,PEATON,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,18,2017-08-25,Menos de 20
2017-0106,1,2017-08-31,2017,8,31,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,CRUCE,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,Comuna 14,-58.42533612,-34.58035258,PEATON,PASAJEROS,Jue,Palermo,PEATON,FEMENINO,85,2017-08-31,Más de 80
2017-0107,1,2017-09-01,2017,9,1,11,AVENIDA,DEL LIBERTADOR AV.,CRUCE,DEL LIBERTADOR AV. y JARAMILLO,Comuna 13,-58.46062311,-34.54395182,MOTO,CARGAS,Vie,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,41,2017-09-01,Entre 41-60
2017-0108,2,2017-09-02,2017,9,2,4,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y MACHAIN",Comuna 12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO,Sáb,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02,Menos de 20
2017-0108,2,2017-09-02,2017,9,2,4,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y MACHAIN",Comuna 12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO,Sáb,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02,Menos de 20
2017-0109,1,2017-09-04,2017,9,4,21,AVENIDA,DIRECTORIO AV.,CRUCE,DIRECTORIO AV. y PORTELA,Comuna 7,-58.47130269,-34.63665402,MOTO,AUTO,Lun,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,21,2017-09-05, Entre 21- 40
2017-0110,1,2017-09-06,2017,9,6,14,AVENIDA,LAVALLE,CRUCE,"LAVALLE y ALEM, LEANDRO N. AV.",Comuna 1,-58.370488,-34.60189492,PEATON,PASAJEROS,Mié,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,56,2017-09-07,Entre 41-60
2017-0111,1,2017-09-07,2017,9,7,18,CALLE,USPALLATA,CRUCE,USPALLATA y PIROVANO,Comuna 4,-58.42023854,-34.6423411,PEATON,CARGAS,Jue,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,FEMENINO,79,2017-09-07,Entre 61-80
2017-0112,2,2017-09-10,2017,9,10,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO es cruce,AUTOPISTA 25 DE MAYO y VARELA AV.,Comuna 7,-58.45807401,-34.6399743,AUTO,OBJETO FIJO,Dom,Flores y Parque Chacabuco,PASAJERO_ACOMPAÑANTE,MASCULINO,1,,Menos de 20
